,black,boy,read,math,star,freelun,teacher_experience,test_score,sc_freelun,sc_black
5908,0,0,659.0,659.0,0,0,19.0,1318.0,0,0
5910,1,0,618.0,579.0,1,0,5.0,1197.0,0,1
5913,0,0,643.0,599.0,0,1,9.0,1242.0,0,0
5914,0,1,596.0,648.0,0,0,23.0,1244.0,0,0
5916,0,1,566.0,607.0,0,0,13.0,1173.0,0,0
5920,0,1,669.0,639.0,0,0,18.0,1308.0,0,0
5921,0,1,571.0,582.0,0,0,18.0,1153.0,0,0
5922,0,1,591.0,523.0,0,0,15.0,1114.0,0,0
5923,0,0,631.0,648.0,1,0,3.0,1279.0,0,0
5925,0,1,571.0,565.0,0,0,12.0,1136.0,0,0
5926,1,0,593.0,599.0,0,1,13.0,1192.0,0,0
5932,1,1,523.0,504.0,1,1,3.0,1027.0,1,1
5933,0,0,614.0,563.0,1,0,3.0,1177.0,0,0
5934,0,1,669.0,632.0,1,0,18.0,1301.0,0,0
5935,0,0,496.0,481.0,0,0,7.0,977.0,0,0
5936,0,0,497.0,492.0,0,1,18.0,989.0,0,0
5937,0,0,569.0,543.0,0,1,3.0,1112.0,0,0
5939,0,1,637.0,615.0,0,0,2.0,1252.0,0,0
5942,0,1,566.0,546.0,1,0,11.0,1112.0,0,0
5943,0,1,599.0,593.0,0,1,2.0,1192.0,0,0
5949,0,1,566.0,577.0,0,0,18.0,1143.0,0,0
5950,1,1,496.0,500.0,0,0,15.0,996.0,0,0
5955,0,1,524.0,500.0,1,1,12.0,1024.0,1,0
5957,1,1,596.0,554.0,1,1,2.0,1150.0,1,1
5962,0,1,622.0,603.0,1,0,1.0,1225.0,0,0
5963,0,0,637.0,607.0,0,0,4.0,1244.0,0,0
5964,1,1,571.0,607.0,0,1,1.0,1178.0,0,0
5967,1,0,608.0,568.0,1,0,16.0,1176.0,0,1
5970,1,0,547.0,545.0,0,1,4.0,1092.0,0,0
5973,0,1,614.0,561.0,1,0,14.0,1175.0,0,0
5975,1,0,627.0,579.0,1,1,5.0,1206.0,1,1
5976,0,0,637.0,603.0,0,0,8.0,1240.0,0,0
5977,0,0,541.0,590.0,0,0,14.0,1131.0,0,0
5979,0,0,596.0,603.0,1,0,17.0,1199.0,0,0
5980,0,0,521.0,517.0,1,0,1.0,1038.0,0,0
5981,0,0,571.0,557.0,1,0,1.0,1128.0,0,0
5983,1,0,560.0,546.0,0,1,7.0,1106.0,0,0
5984,1,1,552.0,522.0,0,1,1.0,1074.0,0,0
5987,0,1,637.0,626.0,1,1,15.0,1263.0,1,0
5988,1,1,497.0,483.0,0,1,19.0,980.0,0,0
5991,0,1,573.0,577.0,0,0,14.0,1150.0,0,0
5993,0,1,611.0,579.0,0,1,17.0,1190.0,0,0
5994,0,0,532.0,590.0,0,0,2.0,1122.0,0,0
5999,0,1,618.0,607.0,1,0,18.0,1225.0,0,0
6001,0,1,622.0,639.0,1,0,8.0,1261.0,0,0
6004,1,1,509.0,538.0,0,1,0.0,1047.0,0,0
6007,0,1,669.0,674.0,0,0,15.0,1343.0,0,0
6010,0,1,500.0,536.0,1,0,3.0,1036.0,0,0
6011,1,0,568.0,565.0,0,1,7.0,1133.0,0,0
6014,0,1,564.0,587.0,1,1,18.0,1151.0,1,0
6015,0,0,611.0,582.0,0,0,20.0,1193.0,0,0
6016,0,1,622.0,587.0,1,0,18.0,1209.0,0,0
6017,0,1,517.0,568.0,0,0,19.0,1085.0,0,0
6018,0,0,569.0,570.0,0,1,12.0,1139.0,0,0
6019,0,1,669.0,611.0,1,0,21.0,1280.0,0,0
6021,1,0,599.0,603.0,1,1,4.0,1202.0,1,1
6022,0,0,650.0,632.0,1,0,25.0,1282.0,0,0
6025,0,1,499.0,492.0,1,1,6.0,991.0,1,0
6027,0,1,575.0,632.0,0,1,14.0,1207.0,0,0
6029,0,1,591.0,582.0,0,1,11.0,1173.0,0,0
6036,0,0,524.0,577.0,0,1,15.0,1101.0,0,0
6037,0,0,586.0,607.0,0,0,19.0,1193.0,0,0
6041,1,1,491.0,479.0,0,1,7.0,970.0,0,0
6043,1,1,564.0,531.0,0,1,23.0,1095.0,0,0
6046,1,0,539.0,538.0,0,1,4.0,1077.0,0,0
6047,1,0,517.0,540.0,1,1,12.0,1057.0,1,1
6053,0,1,573.0,550.0,0,0,2.0,1123.0,0,0
6058,0,0,588.0,514.0,0,0,8.0,1102.0,0,0
6060,1,1,579.0,565.0,0,1,13.0,1144.0,0,0
6061,1,1,568.0,515.0,0,1,32.0,1083.0,0,0
6062,0,1,539.0,533.0,0,1,19.0,1072.0,0,0
6063,1,1,596.0,659.0,0,0,2.0,1255.0,0,0
6072,0,1,622.0,674.0,1,0,10.0,1296.0,0,0
6074,0,0,659.0,639.0,1,0,6.0,1298.0,0,0
6077,1,0,564.0,599.0,0,1,6.0,1163.0,0,0
6080,0,1,604.0,599.0,0,0,12.0,1203.0,0,0
6081,0,1,577.0,550.0,1,1,18.0,1127.0,1,0
6082,0,0,512.0,509.0,0,0,13.0,1021.0,0,0
6083,0,0,637.0,659.0,0,0,13.0,1296.0,0,0
6084,0,1,643.0,659.0,1,0,11.0,1302.0,0,0
6085,1,0,604.0,603.0,0,1,6.0,1207.0,0,0
6086,0,1,669.0,648.0,0,0,9.0,1317.0,0,0
6087,0,1,650.0,570.0,1,0,28.0,1220.0,0,0
6088,1,1,575.0,620.0,0,0,22.0,1195.0,0,0
6094,1,1,521.0,579.0,0,1,0.0,1100.0,0,0
6095,0,0,614.0,659.0,1,0,8.0,1273.0,0,0
6097,0,0,545.0,554.0,0,1,33.0,1099.0,0,0
6101,0,0,535.0,531.0,1,1,16.0,1066.0,1,0
6102,1,1,618.0,620.0,0,0,9.0,1238.0,0,0
6104,0,0,517.0,541.0,0,1,15.0,1058.0,0,0
6107,1,1,562.0,626.0,0,1,40.0,1188.0,0,0
6110,1,1,538.0,565.0,1,1,8.0,1103.0,1,1
6111,0,0,489.0,504.0,0,1,20.0,993.0,0,0
6112,0,1,584.0,582.0,0,0,8.0,1166.0,0,0
6113,0,1,643.0,632.0,0,0,15.0,1275.0,0,0
6116,0,1,564.0,541.0,0,1,11.0,1105.0,0,0
6117,1,1,568.0,611.0,0,0,13.0,1179.0,0,0
6118,1,0,573.0,565.0,1,1,1.0,1138.0,1,1
6119,0,0,622.0,607.0,1,0,13.0,1229.0,0,0
6120,0,0,602.0,607.0,0,0,4.0,1209.0,0,0
6121,0,1,593.0,577.0,1,0,25.0,1170.0,0,0
6122,1,1,573.0,596.0,0,0,4.0,1169.0,0,0
6125,0,1,542.0,528.0,1,1,23.0,1070.0,1,0
6126,0,1,659.0,674.0,0,0,8.0,1333.0,0,0
6128,0,0,608.0,577.0,0,1,12.0,1185.0,0,0
6129,1,0,526.0,546.0,1,1,28.0,1072.0,1,1
6130,0,0,554.0,528.0,1,0,18.0,1082.0,0,0
6132,0,0,541.0,545.0,0,0,12.0,1086.0,0,0
6133,0,1,650.0,607.0,0,0,18.0,1257.0,0,0
6137,0,1,659.0,648.0,1,0,14.0,1307.0,0,0
6138,0,1,544.0,590.0,0,0,11.0,1134.0,0,0
6139,1,0,631.0,599.0,0,1,22.0,1230.0,0,0
6140,0,1,669.0,674.0,0,1,6.0,1343.0,0,0
6141,0,1,659.0,699.0,0,0,19.0,1358.0,0,0
6142,1,0,542.0,557.0,0,0,4.0,1099.0,0,0
6145,0,1,520.0,531.0,0,0,10.0,1051.0,0,0
6146,1,1,526.0,514.0,1,1,4.0,1040.0,1,1
6147,0,1,596.0,548.0,0,0,15.0,1144.0,0,0
6149,0,0,584.0,596.0,0,0,33.0,1180.0,0,0
6150,1,0,596.0,557.0,0,1,7.0,1153.0,0,0
6151,0,0,579.0,611.0,1,1,22.0,1190.0,1,0
6154,0,1,611.0,611.0,0,0,10.0,1222.0,0,0
6156,1,0,508.0,520.0,0,1,32.0,1028.0,0,0
6157,0,0,659.0,699.0,1,1,13.0,1358.0,1,0
6161,0,0,571.0,584.0,0,0,2.0,1155.0,0,0
6163,0,0,559.0,568.0,0,1,13.0,1127.0,0,0
6164,1,1,511.0,486.0,0,1,9.0,997.0,0,0
6165,1,0,502.0,531.0,0,1,1.0,1033.0,0,0
6166,1,1,593.0,596.0,1,1,5.0,1189.0,1,1
6167,0,0,608.0,639.0,0,0,27.0,1247.0,0,0
6170,0,0,637.0,639.0,0,1,18.0,1276.0,0,0
6171,0,0,584.0,620.0,0,1,22.0,1204.0,0,0
6172,0,0,709.0,639.0,1,0,6.0,1348.0,0,0
6174,1,0,557.0,550.0,0,1,9.0,1107.0,0,0
6176,0,0,571.0,556.0,1,0,3.0,1127.0,0,0
6178,0,0,518.0,536.0,0,0,13.0,1054.0,0,0
6181,0,1,575.0,620.0,1,0,15.0,1195.0,0,0
6184,1,0,627.0,603.0,1,1,2.0,1230.0,1,1
6191,0,1,588.0,603.0,0,0,22.0,1191.0,0,0
6192,1,1,520.0,502.0,0,1,2.0,1022.0,0,0
6193,0,1,602.0,599.0,1,0,6.0,1201.0,0,0
6197,1,0,579.0,559.0,0,0,4.0,1138.0,0,0
6198,0,0,659.0,648.0,1,1,10.0,1307.0,1,0
6200,1,1,526.0,561.0,0,1,12.0,1087.0,0,0
6201,0,0,555.0,530.0,1,0,25.0,1085.0,0,0
6202,0,1,669.0,674.0,0,0,3.0,1343.0,0,0
6204,0,0,538.0,563.0,0,0,15.0,1101.0,0,0
6207,0,0,659.0,584.0,0,0,18.0,1243.0,0,0
6208,0,1,557.0,552.0,0,0,31.0,1109.0,0,0
6209,1,0,517.0,536.0,0,1,12.0,1053.0,0,0
6214,0,1,604.0,603.0,0,0,1.0,1207.0,0,0
6217,1,1,532.0,525.0,0,1,11.0,1057.0,0,0
6218,0,1,622.0,639.0,0,0,8.0,1261.0,0,0
6219,1,1,517.0,523.0,0,1,0.0,1040.0,0,0
6222,1,1,614.0,620.0,1,0,2.0,1234.0,0,1
6226,1,1,517.0,543.0,0,1,13.0,1060.0,0,0
6227,0,0,618.0,607.0,0,0,12.0,1225.0,0,0
6229,0,1,608.0,626.0,1,0,5.0,1234.0,0,0
6231,0,1,488.0,485.0,0,1,2.0,973.0,0,0
6232,0,0,611.0,593.0,0,0,20.0,1204.0,0,0
6233,0,0,659.0,599.0,0,0,15.0,1258.0,0,0
6236,0,0,732.0,699.0,0,0,13.0,1431.0,0,0
6239,0,1,577.0,533.0,0,0,10.0,1110.0,0,0
6241,0,0,547.0,590.0,0,1,8.0,1137.0,0,0
6243,0,0,569.0,563.0,1,0,23.0,1132.0,0,0
6244,0,0,602.0,611.0,1,0,15.0,1213.0,0,0
6245,1,1,602.0,579.0,0,1,1.0,1181.0,0,0
6246,1,1,602.0,556.0,0,0,4.0,1158.0,0,0
6247,0,0,500.0,556.0,0,1,11.0,1056.0,0,0
6249,1,0,650.0,593.0,1,1,21.0,1243.0,1,1
6252,1,0,544.0,554.0,0,1,24.0,1098.0,0,0
6253,0,1,569.0,639.0,0,0,13.0,1208.0,0,0
6255,1,1,524.0,570.0,1,1,5.0,1094.0,1,1
6256,1,0,564.0,556.0,0,1,1.0,1120.0,0,0
6257,0,1,582.0,603.0,0,0,9.0,1185.0,0,0
6262,0,1,542.0,535.0,0,0,28.0,1077.0,0,0
6264,0,0,538.0,565.0,0,0,21.0,1103.0,0,0
6266,0,1,659.0,648.0,0,1,20.0,1307.0,0,0
6270,0,0,593.0,570.0,0,0,10.0,1163.0,0,0
6271,0,0,650.0,611.0,0,1,20.0,1261.0,0,0
6272,1,0,536.0,557.0,1,1,3.0,1093.0,1,1
6273,0,1,577.0,603.0,0,0,1.0,1180.0,0,0
6275,1,1,552.0,572.0,0,1,19.0,1124.0,0,0
6277,0,1,557.0,543.0,0,0,17.0,1100.0,0,0
6280,1,1,614.0,607.0,0,1,35.0,1221.0,0,0
6281,0,1,614.0,590.0,0,1,21.0,1204.0,0,0
6282,0,1,684.0,699.0,1,0,10.0,1383.0,0,0
6283,0,1,515.0,550.0,1,1,14.0,1065.0,1,0
6284,0,1,533.0,504.0,0,1,13.0,1037.0,0,0
6285,0,0,588.0,599.0,0,1,13.0,1187.0,0,0
6286,0,0,573.0,620.0,1,0,35.0,1193.0,0,0
6287,0,0,627.0,596.0,1,0,15.0,1223.0,0,0
6288,0,0,577.0,541.0,1,0,11.0,1118.0,0,0
6289,1,0,476.0,533.0,0,1,1.0,1009.0,0,0
6291,1,0,560.0,554.0,1,1,30.0,1114.0,1,1
6292,1,0,637.0,584.0,0,0,5.0,1221.0,0,0
6294,0,1,637.0,587.0,1,0,33.0,1224.0,0,0
6298,0,1,554.0,520.0,0,0,13.0,1074.0,0,0
6303,0,0,732.0,659.0,0,0,1.0,1391.0,0,0
6306,0,1,577.0,577.0,1,0,14.0,1154.0,0,0
6307,1,1,544.0,550.0,0,1,9.0,1094.0,0,0
6308,1,0,591.0,599.0,0,1,4.0,1190.0,0,0
6309,1,0,542.0,520.0,0,1,8.0,1062.0,0,0
6310,0,0,521.0,522.0,1,1,27.0,1043.0,1,0
6312,0,1,586.0,545.0,0,1,9.0,1131.0,0,0
6314,0,0,542.0,557.0,0,0,3.0,1099.0,0,0
6316,1,1,505.0,494.0,0,1,30.0,999.0,0,0
6319,0,0,604.0,568.0,1,0,25.0,1172.0,0,0
6323,1,1,560.0,512.0,0,0,13.0,1072.0,0,0
6326,0,1,582.0,603.0,0,0,2.0,1185.0,0,0
6327,0,1,554.0,572.0,1,1,6.0,1126.0,1,0
6328,0,0,568.0,590.0,0,0,25.0,1158.0,0,0
6331,0,1,579.0,557.0,1,0,0.0,1136.0,0,0
6332,1,0,533.0,536.0,0,1,11.0,1069.0,0,0
6333,0,1,602.0,546.0,0,0,12.0,1148.0,0,0
6335,0,1,588.0,590.0,0,1,19.0,1178.0,0,0
6337,1,0,573.0,543.0,1,0,2.0,1116.0,0,1
6338,1,0,555.0,522.0,0,1,30.0,1077.0,0,0
6339,0,1,559.0,528.0,1,0,12.0,1087.0,0,0
6340,0,1,564.0,603.0,0,0,12.0,1167.0,0,0
6342,0,0,643.0,632.0,0,1,19.0,1275.0,0,0
6345,1,1,573.0,599.0,0,0,15.0,1172.0,0,0
6346,0,1,709.0,603.0,0,0,11.0,1312.0,0,0
6347,0,1,643.0,632.0,0,0,11.0,1275.0,0,0
6354,0,0,599.0,587.0,0,0,9.0,1186.0,0,0
6355,0,0,709.0,648.0,0,0,21.0,1357.0,0,0
6356,1,0,517.0,572.0,0,1,5.0,1089.0,0,0
6359,1,0,529.0,504.0,0,1,8.0,1033.0,0,0
6360,1,1,557.0,577.0,1,1,4.0,1134.0,1,1
6362,0,0,541.0,554.0,0,1,1.0,1095.0,0,0
6364,0,1,584.0,545.0,1,0,6.0,1129.0,0,0
6366,0,0,579.0,572.0,0,0,33.0,1151.0,0,0
6369,1,0,520.0,483.0,0,1,6.0,1003.0,0,0
6370,0,1,488.0,497.0,0,1,33.0,985.0,0,0
6371,0,0,618.0,557.0,0,0,8.0,1175.0,0,0
6372,0,1,596.0,584.0,0,0,4.0,1180.0,0,0
6373,0,1,532.0,582.0,0,1,2.0,1114.0,0,0
6374,0,0,637.0,620.0,1,0,18.0,1257.0,0,0
6375,0,0,604.0,648.0,1,0,12.0,1252.0,0,0
6376,0,1,622.0,593.0,0,0,12.0,1215.0,0,0
6379,0,1,732.0,721.0,0,0,4.0,1453.0,0,0
6381,1,0,536.0,518.0,0,1,9.0,1054.0,0,0
6382,0,1,622.0,607.0,0,1,8.0,1229.0,0,0
6383,0,1,669.0,674.0,0,1,2.0,1343.0,0,0
6384,1,0,599.0,572.0,0,1,19.0,1171.0,0,0
6388,1,0,554.0,543.0,0,1,9.0,1097.0,0,0
6391,1,0,582.0,563.0,0,1,4.0,1145.0,0,0
6393,0,1,627.0,611.0,1,0,18.0,1238.0,0,0
6394,0,0,526.0,552.0,0,1,23.0,1078.0,0,0
6395,1,1,614.0,615.0,1,1,30.0,1229.0,1,1
6397,0,1,552.0,559.0,0,0,12.0,1111.0,0,0
6398,0,0,584.0,548.0,1,0,6.0,1132.0,0,0
6400,0,1,588.0,639.0,0,0,15.0,1227.0,0,0
6401,0,1,571.0,579.0,0,0,8.0,1150.0,0,0
6402,0,0,631.0,611.0,0,0,8.0,1242.0,0,0
6403,1,0,586.0,579.0,0,1,40.0,1165.0,0,0
6404,0,0,582.0,596.0,0,0,21.0,1178.0,0,0
6405,0,0,564.0,554.0,0,0,19.0,1118.0,0,0
6406,1,0,650.0,639.0,1,0,4.0,1289.0,0,1
6409,0,0,643.0,577.0,0,0,19.0,1220.0,0,0
6411,1,1,502.0,522.0,0,1,12.0,1024.0,0,0
6412,0,1,545.0,565.0,0,0,30.0,1110.0,0,0
6413,1,0,532.0,510.0,1,1,1.0,1042.0,1,1
6414,0,0,591.0,603.0,0,0,1.0,1194.0,0,0
6417,0,1,591.0,587.0,0,0,9.0,1178.0,0,0
6418,1,1,599.0,561.0,0,1,3.0,1160.0,0,0
6424,1,1,550.0,530.0,0,1,7.0,1080.0,0,0
6425,0,1,568.0,554.0,0,1,8.0,1122.0,0,0
6426,0,1,571.0,587.0,0,0,17.0,1158.0,0,0
6427,0,0,618.0,596.0,0,0,15.0,1214.0,0,0
6428,0,0,643.0,639.0,1,1,8.0,1282.0,1,0
6432,0,0,627.0,648.0,0,0,6.0,1275.0,0,0
6434,1,1,591.0,574.0,0,0,3.0,1165.0,0,0
6436,0,0,684.0,632.0,1,0,17.0,1316.0,0,0
6438,1,0,536.0,568.0,0,1,12.0,1104.0,0,0
6440,0,0,584.0,648.0,1,1,0.0,1232.0,1,0
6441,0,1,650.0,596.0,0,1,1.0,1246.0,0,0
6443,0,1,571.0,565.0,0,0,21.0,1136.0,0,0
6444,1,1,566.0,574.0,0,0,13.0,1140.0,0,0
6446,0,0,554.0,563.0,0,1,31.0,1117.0,0,0
6447,0,0,559.0,541.0,0,1,14.0,1100.0,0,0
6448,0,1,530.0,593.0,0,0,1.0,1123.0,0,0
6450,0,1,579.0,561.0,0,1,13.0,1140.0,0,0
6453,0,1,611.0,570.0,0,0,23.0,1181.0,0,0
6454,1,1,517.0,494.0,0,1,8.0,1011.0,0,0
6458,0,1,622.0,639.0,0,0,15.0,1261.0,0,0
6459,0,1,582.0,577.0,1,1,35.0,1159.0,1,0
6461,1,1,559.0,587.0,0,1,35.0,1146.0,0,0
6463,0,1,599.0,607.0,0,0,34.0,1206.0,0,0
6464,0,0,604.0,579.0,0,1,13.0,1183.0,0,0
6465,0,1,599.0,596.0,1,1,7.0,1195.0,1,0
6466,0,1,659.0,721.0,1,0,10.0,1380.0,0,0
6467,0,0,643.0,639.0,0,0,15.0,1282.0,0,0
6469,0,1,637.0,620.0,1,0,22.0,1257.0,0,0
6471,0,0,650.0,615.0,1,0,5.0,1265.0,0,0
6472,0,0,560.0,570.0,1,0,15.0,1130.0,0,0
6474,1,1,555.0,552.0,0,0,4.0,1107.0,0,0
6475,0,1,637.0,607.0,0,0,10.0,1244.0,0,0
6478,1,0,523.0,572.0,0,1,11.0,1095.0,0,0
6480,0,0,593.0,565.0,0,1,13.0,1158.0,0,0
6482,0,1,579.0,590.0,1,0,15.0,1169.0,0,0
6483,0,1,517.0,531.0,0,0,12.0,1048.0,0,0
6485,0,1,500.0,507.0,0,1,14.0,1007.0,0,0
6487,0,1,564.0,556.0,0,0,1.0,1120.0,0,0
6488,0,0,631.0,626.0,0,0,5.0,1257.0,0,0
6492,0,0,568.0,554.0,1,0,29.0,1122.0,0,0
6494,0,1,582.0,607.0,0,0,18.0,1189.0,0,0
6495,0,0,530.0,533.0,0,0,22.0,1063.0,0,0
6496,1,0,593.0,568.0,1,1,14.0,1161.0,1,1
6497,1,0,631.0,615.0,0,0,19.0,1246.0,0,0
6499,1,0,608.0,587.0,1,1,19.0,1195.0,1,1
6500,1,1,535.0,559.0,1,1,10.0,1094.0,1,1
6505,0,0,709.0,721.0,1,0,10.0,1430.0,0,0
6507,0,1,560.0,557.0,1,0,4.0,1117.0,0,0
6508,0,1,573.0,639.0,1,0,11.0,1212.0,0,0
6509,1,0,524.0,540.0,1,1,32.0,1064.0,1,1
6511,0,1,631.0,639.0,0,1,31.0,1270.0,0,0
6513,0,0,579.0,545.0,0,0,4.0,1124.0,0,0
6515,0,1,596.0,599.0,1,0,15.0,1195.0,0,0
6517,0,0,588.0,565.0,0,0,12.0,1153.0,0,0
6518,0,0,573.0,577.0,1,1,10.0,1150.0,1,0
6521,1,0,523.0,546.0,0,1,1.0,1069.0,0,0
6523,0,0,627.0,620.0,0,1,13.0,1247.0,0,0
6527,1,1,545.0,499.0,0,1,2.0,1044.0,0,0
6531,0,0,618.0,615.0,0,0,15.0,1233.0,0,0
6534,0,1,549.0,626.0,0,0,20.0,1175.0,0,0
6535,0,1,523.0,599.0,0,1,11.0,1122.0,0,0
6536,0,0,669.0,674.0,1,0,18.0,1343.0,0,0
6537,1,0,584.0,528.0,0,1,30.0,1112.0,0,0
6538,0,1,631.0,648.0,1,1,8.0,1279.0,1,0
6539,0,1,575.0,584.0,0,0,17.0,1159.0,0,0
6540,0,1,631.0,620.0,0,1,6.0,1251.0,0,0
6542,0,0,569.0,615.0,0,0,1.0,1184.0,0,0
6543,0,0,627.0,559.0,0,0,18.0,1186.0,0,0
6545,1,1,577.0,607.0,0,1,21.0,1184.0,0,0
6550,0,1,566.0,599.0,0,0,25.0,1165.0,0,0
6552,0,1,618.0,557.0,0,0,30.0,1175.0,0,0
6553,1,1,571.0,615.0,1,0,1.0,1186.0,0,1
6558,0,1,506.0,533.0,0,0,2.0,1039.0,0,0
6561,0,1,618.0,620.0,0,0,19.0,1238.0,0,0
6564,1,1,560.0,568.0,0,1,15.0,1128.0,0,0
6565,0,1,549.0,593.0,1,0,1.0,1142.0,0,0
6566,0,1,547.0,533.0,0,1,23.0,1080.0,0,0
6567,0,1,526.0,557.0,0,1,15.0,1083.0,0,0
6570,1,1,554.0,577.0,0,1,13.0,1131.0,0,0
6571,0,1,538.0,526.0,0,0,12.0,1064.0,0,0
6572,0,1,618.0,632.0,0,1,6.0,1250.0,0,0
6575,1,0,521.0,514.0,1,0,27.0,1035.0,0,1
6578,0,1,555.0,554.0,1,0,17.0,1109.0,0,0
6579,0,0,608.0,593.0,1,1,10.0,1201.0,1,0
6581,0,0,709.0,699.0,1,0,17.0,1408.0,0,0
6582,0,1,579.0,626.0,0,0,9.0,1205.0,0,0
6583,0,1,582.0,603.0,1,0,10.0,1185.0,0,0
6584,0,0,573.0,599.0,0,1,10.0,1172.0,0,0
6585,0,1,596.0,615.0,0,0,1.0,1211.0,0,0
6586,0,0,596.0,639.0,1,0,22.0,1235.0,0,0
6587,0,0,582.0,568.0,0,0,14.0,1150.0,0,0
6589,1,1,509.0,574.0,0,1,32.0,1083.0,0,0
6590,0,0,709.0,648.0,1,0,4.0,1357.0,0,0
6592,0,1,684.0,626.0,1,0,10.0,1310.0,0,0
6593,0,0,614.0,593.0,0,0,13.0,1207.0,0,0
6599,1,0,637.0,568.0,1,1,2.0,1205.0,1,1
6601,1,0,536.0,520.0,0,1,9.0,1056.0,0,0
6604,0,0,602.0,593.0,1,0,28.0,1195.0,0,0
6605,1,1,562.0,546.0,1,1,18.0,1108.0,1,1
6609,0,1,631.0,615.0,0,1,13.0,1246.0,0,0
6612,0,1,577.0,514.0,0,0,4.0,1091.0,0,0
6614,0,1,523.0,550.0,0,1,31.0,1073.0,0,0
6615,0,1,557.0,536.0,1,0,11.0,1093.0,0,0
6618,0,1,571.0,577.0,0,0,9.0,1148.0,0,0
6623,0,1,622.0,599.0,0,1,9.0,1221.0,0,0
6625,1,0,533.0,520.0,0,1,4.0,1053.0,0,0
6629,0,0,568.0,590.0,0,0,23.0,1158.0,0,0
6630,0,0,650.0,632.0,0,0,28.0,1282.0,0,0
6631,0,0,631.0,596.0,0,0,14.0,1227.0,0,0
6633,1,1,544.0,528.0,1,1,10.0,1072.0,1,1
6634,1,0,529.0,510.0,0,1,2.0,1039.0,0,0
6636,0,0,582.0,639.0,0,0,17.0,1221.0,0,0
6638,0,1,562.0,550.0,1,0,16.0,1112.0,0,0
6640,1,0,564.0,552.0,1,0,0.0,1116.0,0,1
6641,0,1,520.0,572.0,1,0,11.0,1092.0,0,0
6645,0,1,637.0,593.0,0,0,17.0,1230.0,0,0
6652,0,0,588.0,611.0,0,0,12.0,1199.0,0,0
6655,0,1,631.0,659.0,0,0,15.0,1290.0,0,0
6657,1,1,579.0,546.0,1,1,28.0,1125.0,1,1
6660,0,0,588.0,674.0,1,0,4.0,1262.0,0,0
6662,0,1,500.0,490.0,1,1,18.0,990.0,1,0
6665,1,0,573.0,565.0,1,0,14.0,1138.0,0,1
6667,0,1,643.0,648.0,1,0,19.0,1291.0,0,0
6669,0,1,491.0,502.0,0,1,17.0,993.0,0,0
6670,0,1,554.0,593.0,0,0,31.0,1147.0,0,0
6672,0,1,514.0,590.0,1,0,29.0,1104.0,0,0
6673,0,1,588.0,584.0,0,0,11.0,1172.0,0,0
6674,0,1,544.0,550.0,0,1,18.0,1094.0,0,0
6676,1,0,552.0,572.0,0,1,22.0,1124.0,0,0
6678,1,0,554.0,531.0,0,1,22.0,1085.0,0,0
6679,0,0,611.0,596.0,1,0,14.0,1207.0,0,0
6682,0,1,650.0,596.0,0,0,20.0,1246.0,0,0
6683,0,0,631.0,596.0,0,0,8.0,1227.0,0,0
6685,0,1,643.0,587.0,0,0,15.0,1230.0,0,0
6687,0,1,618.0,659.0,1,0,0.0,1277.0,0,0
6689,0,1,538.0,486.0,0,1,2.0,1024.0,0,0
6690,1,0,584.0,540.0,0,1,15.0,1124.0,0,0
6691,0,0,599.0,572.0,1,1,9.0,1171.0,1,0
6694,1,1,520.0,515.0,0,1,10.0,1035.0,0,0
6696,0,0,604.0,632.0,1,0,4.0,1236.0,0,0
6698,0,0,562.0,545.0,1,1,18.0,1107.0,1,0
6699,0,0,584.0,574.0,0,0,12.0,1158.0,0,0
6700,1,1,575.0,536.0,0,1,3.0,1111.0,0,0
6702,1,0,544.0,548.0,0,1,31.0,1092.0,0,0
6706,0,1,511.0,570.0,0,1,14.0,1081.0,0,0
6708,1,0,518.0,536.0,0,1,32.0,1054.0,0,0
6709,0,1,503.0,530.0,0,1,8.0,1033.0,0,0
6710,0,0,593.0,565.0,1,0,16.0,1158.0,0,0
6711,0,0,593.0,535.0,0,0,4.0,1128.0,0,0
6715,1,1,545.0,577.0,1,1,4.0,1122.0,1,1
6716,0,0,611.0,596.0,1,1,14.0,1207.0,1,0
6717,0,1,571.0,611.0,1,0,0.0,1182.0,0,0
6719,0,1,560.0,603.0,0,0,6.0,1163.0,0,0
6720,0,0,549.0,568.0,0,0,12.0,1117.0,0,0
6722,0,1,669.0,674.0,0,0,21.0,1343.0,0,0
6723,1,1,709.0,596.0,1,0,21.0,1305.0,0,1
6725,1,0,539.0,540.0,0,1,8.0,1079.0,0,0
6726,0,0,560.0,535.0,0,0,12.0,1095.0,0,0
6728,1,1,582.0,574.0,0,1,31.0,1156.0,0,0
6729,0,1,637.0,626.0,0,0,8.0,1263.0,0,0
6732,0,0,627.0,579.0,0,0,1.0,1206.0,0,0
6733,1,1,588.0,572.0,0,1,24.0,1160.0,0,0
6736,0,0,650.0,607.0,0,1,11.0,1257.0,0,0
6738,0,0,593.0,563.0,0,1,10.0,1156.0,0,0
6744,0,0,611.0,556.0,1,0,15.0,1167.0,0,0
6745,1,1,591.0,599.0,1,0,1.0,1190.0,0,1
6746,0,1,509.0,502.0,0,0,8.0,1011.0,0,0
6747,0,1,643.0,626.0,0,0,9.0,1269.0,0,0
6748,0,0,591.0,572.0,0,0,9.0,1163.0,0,0
6749,0,0,552.0,526.0,1,1,12.0,1078.0,1,0
